category|merchant_name|lat|long|fraud_risk
travel|Davis-Stephens|36.121289488375766|-115.3073803641909|0
travel|Watson Group|36.067191483505646|-115.14591404860364|0
travel|Lopez-Williams|36.12062559496277|-115.30848569601781|0
travel|Marshall-Perez|36.12214291934873|-115.31967144388638|0
gas_transport|Elliott-Hernandez|33.35888950575533|-112.12787219996116|0
gas_transport|Contreras, Miller and Cooper|33.380788427198446|-112.10347085732101|0
gas_transport|Gutierrez, Avila and Perez|33.34833337781305|-112.13519231187381|1
gas_transport|Randall PLC|33.39007707018765|-112.09956453681112|0
gas_transport|Sheppard-Mcdaniel|33.22766755209082|-111.4309195051813|0
gas_transport|Armstrong-Young|33.40752428406953|-112.52330116337008|0
gas_transport|Miller-Orr|32.8150763477144|-112.14699953493218|0
grocery_net|Johnson, Duncan and Black|33.381803211973455|-112.10327272459075|0
grocery_net|Byrd, Oliver and Martinez|33.47151703065198|-112.24173070706739|0
grocery_net|Thompson-Joyce|33.55738794079815|-112.12325616221531|0
grocery_net|Stokes and Sons|33.79081038305946|-112.17036354201394|0
grocery_net|Henderson Ltd|33.25344398634952|-112.26303152048558|0
grocery_net|Harris-Carson|33.74802067671417|-111.53464767315096|0
grocery_net|Flowers LLC|33.38109434564601|-112.1022591928733|0
grocery_pos|Bartlett-Sloan|33.02868932371855|-112.12851182367748|0
grocery_pos|Miller PLC|33.33084138740103|-112.05141380813691|1
grocery_pos|Arnold-Gates|33.34281090703545|-111.89942922353538|0
grocery_pos|Ellis, Marks and Buchanan|33.380841269215516|-112.10246100081763|0
grocery_pos|Matthews, Harrington and Rodriguez|33.068017671865896|-112.50276269976058|1
grocery_pos|Hernandez PLC|33.00189889369509|-112.32759632084992|0
grocery_pos|Chang, Ayers and Buckley|33.11232283720859|-112.73298659148541|0
pharmacy|Chan, Floyd and Dillon|33.11298266685217|-111.93836489572558|0
pharmacy|Humphrey-Baker|33.337717784174075|-112.1502659774727|0
pharmacy|Washington, Lynch and Johnson|33.382747196302226|-112.10280501106215|0
pharmacy|Powell-Montgomery|33.39388455775327|-112.14685460989334|0
pharmacy|Steele, Williams and Preston|33.38063077381768|-112.10235610520205|0
pharmacy|Vaughn-Williams|33.2392130435308|-111.6020660097076|0
pharmacy|Mccall-Prince|33.38119265003797|-112.10229572156884|0
misc_net|Morgan LLC|33.38117572997806|-112.10226947208056|0
misc_net|Ramirez-Vasquez|33.41057937240758|-112.18937448981517|0
misc_net|Cohen, Compton and Perez|33.3752785866691|-112.0811339640903|0
misc_net|Mccann-Ramos|33.29809312919119|-112.22530344447958|1
misc_net|Adams-Butler|33.38557797944419|-112.08971072406396|0
misc_net|Davis, Alexander and Mcintyre|33.33626512516241|-112.10728790721988|0
misc_net|Figueroa-Malone|33.35970277047167|-112.14028813551572|0
misc_pos|Nicholson-Robertson|32.96539109901698|-112.1582172914277|0
misc_pos|Jones Ltd|33.380126601005315|-112.10219642587187|0
misc_pos|Powell, Deleon and Warren|33.346797689832705|-111.4992932902207|0
misc_pos|Johnson, Lee and Whitaker|33.38118731837995|-112.10226581047012|0
misc_pos|Wright Group|33.38428390656737|-112.10033422652855|0
misc_pos|Hull Ltd|33.3515122341956|-112.10362560522849|0
misc_pos|Hill Group|33.41419986364541|-112.06808565199755|0
shopping_net|Sanders, Leblanc and Maldonado|33.3811792431048|-112.10225653188883|0
shopping_net|Watson PLC|33.04743505761796|-111.81760597718115|0
shopping_net|Thompson-Harrell|33.84899443616375|-111.85915377288659|0
shopping_net|Arnold, Cooper and Monroe|33.1402073945411|-112.327300639071|0
shopping_net|Curry-Barker|33.388209040286625|-112.10680689985163|0
shopping_net|Johnson-Williams|33.46877008000043|-112.08916872988965|0
shopping_net|Chan, Lewis and Walker|33.327613753515834|-112.08880889340787|0
shopping_pos|Byrd LLC|32.85606813031233|-112.28113086073078|0
shopping_pos|Ortiz, Smith and Deleon|33.414547944185344|-111.98294759622154|0
shopping_pos|Smith, Buck and Holland|33.47507723449405|-112.08056272013502|0
shopping_pos|Owen, Walker and Franklin|33.41914976391886|-112.1125155122675|0
shopping_pos|Marquez-Fletcher|33.38659365620634|-112.09485530988448|0
shopping_pos|Coleman-Bennett|33.38117536889783|-112.10226938712321|0
shopping_pos|Stevens-Robinson|33.38339482799375|-112.09400756931807|0
utilities|Byrd-Holloway|33.362506947080675|-112.11723559206607|0
utilities|Silva-Smith|33.48403018062474|-112.17713285547188|0
utilities|Levy, Franco and Hoffman|33.40627302811691|-112.1202831907386|0
utilities|Lynch, Evans and Rodriguez|33.3801388975667|-112.10213127611114|0
utilities|Rogers LLC|33.326332094668004|-112.11997180247522|0
utilities|Nguyen, Hill and Douglas|33.673318806554214|-111.96901272763436|0
utilities|Evans, Hernandez and Cannon|33.38104559081623|-112.10399625751518|0
entertainment|Trujillo PLC|33.55709160598775|-112.18617145205135|0
entertainment|Guerrero-Becker|33.36245894286273|-112.0366199526427|0
entertainment|Johnson, Jimenez and Phillips|33.381115037608275|-112.10286804042458|0
entertainment|Sullivan-Doyle|33.371829047857226|-112.10018377386467|0
entertainment|Erickson, Armstrong and Lee|33.38923604082758|-112.09668950936901|0
entertainment|Reeves, Parks and Little|33.56165520029221|-111.93726319597975|0
entertainment|Knox-Powers|33.11939477940113|-112.38707172858341|0
food_dining|Evans, Jackson and Sandoval|32.915167318632406|-111.64614849713658|0
food_dining|White, Davis and Anderson|33.34389628281476|-111.78801353686744|0
food_dining|Hardy-Hansen|32.7695093993416|-112.27773280295317|0
food_dining|Arroyo LLC|33.39381287573646|-112.10772878532724|0
food_dining|Davis, Kelly and Garner|33.254555513826894|-112.04013819705654|0
food_dining|Fisher-Eaton|33.469102300396415|-112.2815080970268|0
food_dining|Green-Carter|33.385128578820236|-112.10785837714778|0
health_fitness|Ruiz Ltd|33.40338546425353|-112.41809389993706|0
health_fitness|Carpenter, Oliver and Kennedy|33.879826483001985|-112.46852497479038|0
health_fitness|Mason Ltd|33.43389997322848|-112.8149563675117|0
health_fitness|Moreno-Gutierrez|33.27363694019703|-111.53983543684895|0
health_fitness|Taylor and Sons|33.77586324107475|-112.08885766746228|0
health_fitness|Ortiz-Hudson|33.48132713033895|-112.16927353896423|0
health_fitness|Thomas-Huffman|33.52942933169643|-112.04719267436307|0
home|Maxwell Group|33.507767058046106|-111.89094730983042|0
home|Welch-Thompson|33.457254695167386|-111.85901598850157|0
home|Brown, Hayes and Clark|33.172110965930244|-111.9396495476176|0
home|Johnston and Sons|33.381122659269714|-112.10255028700045|0
home|Glover-Chan|33.381016728712545|-112.10232503407705|0
home|Mendez Ltd|34.01750458079097|-111.83206025928303|0
home|Powell-Sanford|33.27918678808125|-111.9271496155844|0
kids_pets|Smith-Ferguson|33.37916916836995|-112.09652814120301|0
kids_pets|Watson, Smith and Morris|33.28335873550357|-111.42687074996002|0
kids_pets|Lee, Rhodes and Sims|33.389708331120524|-112.09302479473324|0
kids_pets|Perez LLC|33.381227453514775|-112.10220852262968|0
kids_pets|Anderson-Reyes|33.38179682946861|-112.09128445084156|0
kids_pets|Torres, Brown and Williams|32.96941761410764|-112.46367467154171|0
kids_pets|Bryant-Meyer|33.25381946994072|-112.59318119945895|0
personal_care|Morgan, Barron and Cowan|33.29567226880335|-112.81593316387256|0
personal_care|Ferrell-Henry|33.381990090551376|-112.10182800698465|0
personal_care|Martin Group|33.55200135967684|-112.21383666585868|0
personal_care|Perez Ltd|33.389913094181544|-112.17521101514504|0
personal_care|Clark Inc|33.592071824073436|-111.99740524155577|0
personal_care|Wagner, Martinez and Dawson|33.375057846281194|-112.0910083676383|0
personal_care|Brooks Ltd|33.92629731606186|-112.44072517496423|0
travel|Wise-Dean|33.380569572857794|-112.10183996639576|0
travel|Vang, Stanley and Valdez|33.38128822086229|-112.10228552991968|0
travel|Williams Inc|33.283116537498316|-111.89220370994957|0
travel|Wallace-Martinez|33.375476698343896|-112.10484175222624|0
travel|Wells-Hernandez|33.38117630880391|-112.10227629710108|0
travel|Jennings, Smith and Fisher|32.884252097998804|-112.16448043961064|0
travel|Bates LLC|33.38115832538765|-111.99075551136582|0
gas_transport|Obrien, Taylor and Rivas|42.40406155082303|-71.78123672417874|0
grocery_net|Hunt PLC|42.23682384410526|-71.38135355904002|0
grocery_pos|Campbell Inc|42.52004804903408|-71.11778572593727|0
pharmacy|Gonzalez-Gonzalez|42.211587735823045|-71.40908254871167|0
misc_net|Decker-Dudley|42.235638451276245|-71.3816356230191|0
misc_pos|Warner-Phillips|42.17226187167081|-71.25693879899156|0
shopping_net|Kelley and Sons|42.29172694741087|-71.32485884703651|0
shopping_pos|Fitzpatrick, Rivera and Smith|42.236803252632754|-71.38136570476838|0
utilities|Davis, Rodriguez and Andrews|42.297841013122444|-71.50188757323022|0
entertainment|Hernandez-Davis|42.236103758625184|-71.3813628785277|0
food_dining|Jones, Cummings and Conway|42.101889800104146|-71.38022384964636|0
health_fitness|Hall, Hinton and Phillips|42.02873947719225|-71.02162334026055|0
home|Williams-Li|42.45293464453728|-71.18607397037034|0
kids_pets|Phelps LLC|42.43641910483288|-71.51824714651808|0
personal_care|Edwards, Rodgers and Davis|42.176344396838154|-71.36679350597781|0
travel|Smith and Sons|42.2889574600595|-71.07402418417858|0
gas_transport|Holland, Murphy and Kline|40.722678079484794|-74.07591930769698|0
gas_transport|Adams, Quinn and Watson|40.73310604116697|-74.04333179499322|0
grocery_net|White-Morales|40.767775523045536|-74.09622131936287|0
grocery_net|Nelson-Cruz|40.568762460676616|-74.11869586988914|0
grocery_pos|Marsh-Banks|40.7246269339375|-74.07650471752468|0
grocery_pos|Wilson Ltd|40.7599418407274|-74.47783172886811|0
pharmacy|Brown, Dunlap and Moore|40.74324940611264|-74.07193292043262|0
pharmacy|Pruitt-Webb|40.73141069277895|-74.07414500205282|0
misc_net|Gregory, White and James|40.72349370094574|-74.07124577963774|0
misc_net|Carr-Huffman|40.73405976596542|-74.08025182973977|0
misc_pos|Mcpherson, Anderson and Knapp|40.72572495108888|-74.07345034648425|1
misc_pos|Clay Group|40.73695558852392|-74.05031113939008|0
shopping_net|Brown Ltd|40.73528639572604|-74.07218268136955|0
shopping_net|Smith-Oneill|40.69955661779768|-74.06516087864344|0
shopping_pos|Saunders, Ray and Cunningham|40.42294983842357|-74.11259082783529|0
shopping_pos|Marks, Stone and Watts|41.10554147258801|-73.991474553047|0
utilities|Davis, Stanley and Wright|40.73689345886444|-74.07503484031585|0
utilities|Alvarado-Davidson|40.702893324463425|-74.093982171343|0
entertainment|Combs PLC|40.73600653178743|-74.07359890715242|0
entertainment|Brown, Schneider and Moore|40.65403987665878|-74.22392629167037|0
food_dining|Christian-Booth|40.6805847684698|-73.71140198059642|0
food_dining|Walton LLC|40.7303832993348|-74.07111276531329|0
health_fitness|Rivera LLC|40.72655003375396|-74.07569202886825|0
health_fitness|Hunter PLC|40.72732914367397|-74.0768600134325|0
home|Gray, Montoya and Miller|40.734443134094526|-74.07493468883025|0
home|Solis-West|40.73139443553877|-74.0742491604673|0
kids_pets|West-Wilson|41.03123971420486|-74.41895891850416|0
kids_pets|Mcgee-Smith|40.745224112694096|-74.23071308668926|0
personal_care|Gutierrez-Hawkins|41.083062044972934|-74.10294883133747|0
personal_care|Petersen PLC|41.013741767009044|-74.7600196592698|0
travel|Walsh, Wu and Hart|40.71279836326431|-74.06294288602645|0
travel|Powers, Clements and Cox|40.73637739017749|-74.06993688243801|0
gas_transport|Velasquez Group|41.75817265535087|-87.62585937866325|0
gas_transport|Castro-Harvey|41.755203608987074|-87.63124173722252|0
gas_transport|Moran-Cox|41.758874028418134|-87.62861990869425|0
gas_transport|Wilson-Malone|41.73601887471211|-87.62040430924893|0
gas_transport|Smith LLC|41.74090860309226|-87.62700517353967|0
gas_transport|Brandt, Carter and Boyd|41.472816171760805|-87.41219690371042|0
gas_transport|Rodriguez, Prince and Vasquez|41.74172601612492|-87.62353710346649|0
gas_transport|Newton, Ortiz and King|41.599021392967614|-87.65248178980029|0
gas_transport|Lopez Group|41.75480193980447|-87.63165842759754|0
gas_transport|Bryant and Sons|42.42744792036363|-87.80000287885714|0
gas_transport|Morgan, Sherman and Williams|41.178497823307204|-87.52910921605458|0
gas_transport|Monroe, Chapman and Barton|41.7683838632603|-87.63461509963467|0
gas_transport|Ellis-Lawrence|41.84176053065931|-87.87668866625383|0
gas_transport|Taylor, Porter and Moreno|41.77421283178883|-87.19032304513593|0
grocery_net|Tran Group|41.61761694430785|-87.71270833256631|0
grocery_net|Webb, Romero and Morse|41.71590318034829|-87.29881722481666|0
grocery_net|Holt and Sons|41.73414580532022|-87.5705474123774|0
grocery_net|Ochoa, Garcia and Sandoval|41.756055135068166|-87.59955788667176|0
grocery_net|Andrade, Gordon and Cruz|41.756322429952746|-87.63397698277991|0
grocery_net|Moon, Farmer and Hill|41.87306452822548|-88.14975913439122|0
grocery_net|Waller-Chavez|41.75604927770328|-87.63145455856557|0
grocery_net|Taylor PLC|41.560780589133344|-87.9832647123491|0
grocery_net|Tanner, Hunt and Cameron|41.83927517277444|-87.48814426822875|0
grocery_net|Valencia, Joseph and Walls|41.760007329535995|-87.64383231329111|0
grocery_net|Robinson, Clark and Klein|41.77212837716256|-87.63598828904964|0
grocery_net|Reed, Chambers and Zavala|42.06857994837847|-87.85188688173609|0
grocery_net|Hester, Thompson and Daniels|41.75438701097181|-87.64370509289083|0
grocery_net|Morris, Wilson and Bell|41.755235040750215|-87.63144537953401|0
grocery_pos|Aguilar-Bender|41.762012163311994|-87.65668239473399|0
grocery_pos|Butler, Adkins and Skinner|41.912656768597834|-87.39667970745731|0
grocery_pos|Rich-Henderson|41.755225670544114|-87.63143843794286|0
grocery_pos|Mills Inc|41.742895727923404|-87.65207412545136|1
grocery_pos|Thomas-Santiago|42.27054428788985|-87.81375056922556|0
grocery_pos|Adams and Sons|41.75540355102971|-87.63179777580486|0
grocery_pos|Vega-Thomas|41.927547472897466|-87.53449237742893|0
grocery_pos|Vaughn LLC|41.720374912511495|-87.07551487265528|1
grocery_pos|Molina Inc|41.855899125793954|-87.48175772787171|0
grocery_pos|Cervantes-Garcia|41.75399994492576|-87.63188451270054|0
grocery_pos|Stevenson, Hancock and Newton|41.77313290944959|-87.65915716588393|0
grocery_pos|Price, Dixon and Robles|41.26148551498413|-88.00363289280267|0
grocery_pos|Roberts, Beck and House|42.330832371698506|-88.14359265412192|0
grocery_pos|Butler-French|41.755235499450585|-87.63144169833997|0
pharmacy|Edwards, Arnold and Smith|41.806452773065516|-87.63424549877998|0
pharmacy|Harris-Melton|41.756331981989334|-87.63289896985088|0
pharmacy|Greer-Pruitt|41.75570802802503|-87.63113468948127|0
pharmacy|Mckinney, Richardson and Chapman|41.7855708588139|-87.56376037925111|0
pharmacy|Morrison, Parsons and Brandt|41.780924785719556|-87.584062911976|0
pharmacy|Cole-Lucero|41.77449268461099|-87.61692248766964|0
pharmacy|Lopez and Sons|41.75594926195932|-87.63157702891927|0
pharmacy|Palmer, Bennett and Patterson|41.20506846553334|-87.7179381075394|0
pharmacy|Baker, Martin and Singleton|41.24894690944613|-87.4013499813213|0
pharmacy|Rivera Ltd|41.48681555493571|-87.60658727721533|0
pharmacy|Williams LLC|41.77036923688512|-87.66904168634915|0
pharmacy|Williams, Randolph and Gilbert|41.53261606072143|-87.7650185445201|0
pharmacy|Turner, Tyler and Pierce|41.711602019394505|-87.65513704765975|0
pharmacy|Bowers LLC|41.827907678487875|-87.71817728233398|0
misc_net|Robinson, White and Jones|41.75661118958366|-87.63220238179862|1
misc_net|Moore, Daniels and Powell|41.73211021538002|-87.65066068375793|0
misc_net|Walker-Lewis|41.79370580454002|-87.58771408498782|0
misc_net|Rivera-Carter|41.884893319831086|-87.93734521817026|0
misc_net|Moreno, Barajas and Colon|41.75508260026683|-87.63097861845756|0
misc_net|Smith, Caldwell and Griffin|42.45426718998126|-87.44060750317828|0
misc_net|Austin, Oliver and Haley|41.99671983851789|-87.60188150885291|0
misc_net|Blackwell, James and Hogan|41.701036533722224|-87.17964802323304|0
misc_net|Cruz PLC|41.792842549421586|-87.66203567933758|0
misc_net|Campbell, Pruitt and Short|41.6340728156118|-87.54170526838156|0
misc_net|Robertson-Hicks|41.64261945796469|-87.01125983662261|0
misc_net|Williams-Villanueva|41.757738759099944|-87.6311954084188|0
misc_net|Flores Inc|41.68745833291888|-86.84223375164639|0
misc_net|Jackson PLC|41.75578577300577|-87.61169440773993|0
misc_pos|Smith, Jones and Santiago|40.97435314440797|-87.61302405876093|0
misc_pos|Hancock Group|41.69093295860572|-87.36706101928111|0
misc_pos|Harris Ltd|41.754170591453246|-87.63633410170647|0
misc_pos|Rowe, Lucas and Case|42.02746941054107|-87.81549889716445|0
misc_pos|Parks, Johnson and Love|41.75490123987676|-87.56448239293657|0
misc_pos|Miller Inc|41.756920224518154|-87.63402200097701|0
misc_pos|Bauer PLC|41.755919093459966|-87.63430276045719|0
misc_pos|Andrews and Sons|41.75443041258858|-87.62894134623329|0
misc_pos|Russell-Hayes|41.93555831466819|-87.2678514809373|0
misc_pos|Hamilton-Smith|41.813777235279424|-87.65475258394206|0
misc_pos|Wilson, Smith and Cortez|41.3376744576927|-87.15893659719241|0
misc_pos|Avila PLC|41.422999150057876|-87.5756510467001|0
misc_pos|Haynes Inc|41.7554527949598|-87.6309379153312|0
misc_pos|Reilly-Rodriguez|41.66624068173639|-87.69474911347882|1
shopping_net|Turner, Miller and Hubbard|41.4917965163586|-87.42902586430536|0
shopping_net|James-Short|41.72429942998496|-87.72165467521076|0
shopping_net|Wells PLC|41.87340429859011|-87.66733970391871|0
shopping_net|Taylor Group|41.70872054639443|-87.26386878748998|1
shopping_net|Phillips, Walters and Evans|41.767495293543185|-87.6347597672736|0
shopping_net|Wong, Bernard and Smith|41.836754617156615|-87.6466763998072|0
shopping_net|Thomas, Williams and Armstrong|42.39994908185009|-88.09069261702585|0
shopping_net|Medina-Arroyo|41.80202026890922|-87.66647515815288|0
shopping_net|Clark-Figueroa|41.759936464062314|-87.63238564133442|0
shopping_net|Cooper, Gutierrez and Brewer|41.70895009343517|-87.70831673319837|0
shopping_net|Thomas, White and Jensen|41.82950741167787|-87.54776028355285|0
shopping_net|Lee-White|41.76617460293095|-87.64129901711348|0
shopping_net|Phelps, York and Randolph|41.73593378409232|-87.61433402059258|1
shopping_net|Murray, Dunn and Roberts|41.75845827046794|-87.63253283214125|0
shopping_pos|King and Sons|41.760891842925226|-87.56665219604992|0
shopping_pos|Carpenter, Lynn and Howard|41.306926907335665|-88.02003884623122|0
shopping_pos|Rios, Garcia and Harvey|41.631325532934596|-87.23218331981118|0
shopping_pos|Stewart Group|41.55799833968088|-87.66473141083983|0
shopping_pos|Jensen-Torres|41.719627681762134|-87.61223811517695|0
shopping_pos|Hernandez, Knight and Aguirre|41.97896878056424|-87.5649556044364|0
shopping_pos|Jackson-Edwards|41.76145142812569|-87.62740860095022|0
shopping_pos|Joseph Ltd|41.92233193638769|-87.72831789425692|0
shopping_pos|Hill-Ward|41.1409908574755|-87.25024367485582|0
shopping_pos|Quinn, Humphrey and Ford|41.78109803348018|-87.63485939170846|0
shopping_pos|Hampton-Tucker|41.752467725209044|-87.63271609167103|0
